country,year,emissions,v2x_libdem,v2psnatpar_ord,v2x_regime,region
Gambia,1947,NA,NA,NA,NA,NA
Gambia,1948,NA,NA,NA,NA,NA
Gambia,1949,NA,NA,NA,NA,NA
Gambia,1950,14.7,NA,NA,NA,NA
Gambia,1951,14.7,NA,NA,NA,NA
Gambia,1952,11,NA,NA,NA,NA
Gambia,1953,11,NA,NA,NA,NA
Gambia,1954,14.7,NA,NA,NA,NA
Gambia,1955,14.7,NA,NA,NA,NA
Gambia,1956,18.3,NA,NA,NA,NA
Gambia,1957,22,NA,NA,NA,NA
Gambia,1958,25.7,NA,NA,NA,NA
Gambia,1959,18.3,NA,NA,NA,NA
Gambia,1960,18.3,NA,NA,NA,NA
Gambia,1961,22,NA,NA,NA,NA
Gambia,1962,25.7,NA,NA,NA,NA
Gambia,1963,29.3,NA,NA,NA,NA
Gambia,1964,29.3,NA,NA,NA,NA
Gambia,1965,29.3,NA,NA,NA,NA
Gambia,1966,33,NA,NA,NA,NA
Gambia,1967,33,NA,NA,NA,NA
Gambia,1968,36.7,NA,NA,NA,NA
Gambia,1969,47.7,NA,NA,NA,NA
Gambia,1970,47.7,NA,NA,NA,NA
Gambia,1971,55,NA,NA,NA,NA
Gambia,1972,66,NA,NA,NA,NA
Gambia,1973,62.3,NA,NA,NA,NA
Gambia,1974,62.3,NA,NA,NA,NA
Gambia,1975,99,NA,NA,NA,NA
Gambia,1976,99,NA,NA,NA,NA
Gambia,1977,114,NA,NA,NA,NA
Gambia,1978,139,NA,NA,NA,NA
Gambia,1979,147,NA,NA,NA,NA
Gambia,1980,158,NA,NA,NA,NA
Gambia,1981,158,NA,NA,NA,NA
Gambia,1982,161,NA,NA,NA,NA
Gambia,1983,161,NA,NA,NA,NA
Gambia,1984,172,NA,NA,NA,NA
Gambia,1985,172,NA,NA,NA,NA
Gambia,1986,161,NA,NA,NA,NA
Gambia,1987,180,NA,NA,NA,NA
Gambia,1988,183,NA,NA,NA,NA
Gambia,1989,180,NA,NA,NA,NA
Gambia,1990,176,NA,NA,NA,NA
Gambia,1991,180,NA,NA,NA,NA
Gambia,1992,180,NA,NA,NA,NA
Gambia,1993,187,NA,NA,NA,NA
Gambia,1994,187,NA,NA,NA,NA
Gambia,1995,198,NA,NA,NA,NA
Gambia,1996,198,NA,NA,NA,NA
Gambia,1997,198,NA,NA,NA,NA
Gambia,1998,213,NA,NA,NA,NA
Gambia,1999,231,NA,NA,NA,NA
Gambia,2000,246,NA,NA,NA,NA
Gambia,2001,253,NA,NA,NA,NA
Gambia,2002,290,NA,NA,NA,NA
Gambia,2003,290,NA,NA,NA,NA
Gambia,2004,293,NA,NA,NA,NA
Gambia,2005,293,NA,NA,NA,NA
Gambia,2006,308,NA,NA,NA,NA
Gambia,2007,352,NA,NA,NA,NA
Gambia,2008,367,NA,NA,NA,NA
Gambia,2009,381,NA,NA,NA,NA
Gambia,2010,433,NA,NA,NA,NA
Gambia,2011,447,NA,NA,NA,NA
Gambia,2012,455,NA,NA,NA,NA
Gambia,2013,433,NA,NA,NA,NA
Gambia,2014,513,NA,NA,NA,NA
Georgia,1940,2230,NA,NA,NA,NA
Georgia,1941,1960,NA,NA,NA,NA
Georgia,1942,1350,NA,NA,NA,NA
Georgia,1943,1720,NA,NA,NA,NA
Georgia,1944,1610,NA,NA,NA,NA
Georgia,1945,1710,NA,NA,NA,NA
Georgia,1946,1920,NA,NA,NA,NA
Georgia,1947,2310,NA,NA,NA,NA
Georgia,1948,2460,NA,NA,NA,NA
Georgia,1949,2800,NA,NA,NA,NA
Georgia,1950,3120,NA,NA,NA,NA
Georgia,1951,3380,NA,NA,NA,NA
Georgia,1952,3620,NA,NA,NA,NA
Georgia,1953,3830,NA,NA,NA,NA
Georgia,1954,4180,NA,NA,NA,NA
Georgia,1955,4740,NA,NA,NA,NA
Georgia,1956,5200,NA,NA,NA,NA
Georgia,1957,5690,NA,NA,NA,NA
Georgia,1958,6070,NA,NA,NA,NA
Georgia,1959,6380,NA,NA,NA,NA
Georgia,1960,6650,NA,NA,NA,NA
Georgia,1961,6850,NA,NA,NA,NA
Georgia,1962,7190,NA,NA,NA,NA
Georgia,1963,7710,NA,NA,NA,NA
Georgia,1964,8200,NA,NA,NA,NA
Georgia,1965,8700,NA,NA,NA,NA
Georgia,1966,9190,NA,NA,NA,NA
Georgia,1967,9610,NA,NA,NA,NA
Georgia,1968,9880,NA,NA,NA,NA
Georgia,1969,10300,NA,NA,NA,NA
Georgia,1970,10800,NA,NA,NA,NA
Georgia,1971,11500,NA,NA,NA,NA
Georgia,1972,12100,NA,NA,NA,NA
Georgia,1973,12600,NA,NA,NA,NA
Georgia,1974,13100,NA,NA,NA,NA
Georgia,1975,13800,NA,NA,NA,NA
Georgia,1976,14300,NA,NA,NA,NA
Georgia,1977,14800,NA,NA,NA,NA
Georgia,1978,15300,NA,NA,NA,NA
Georgia,1979,15400,NA,NA,NA,NA
Georgia,1980,16000,NA,NA,NA,NA
Georgia,1981,15700,NA,NA,NA,NA
Georgia,1982,16000,NA,NA,NA,NA
Georgia,1983,16200,NA,NA,NA,NA
Georgia,1984,16400,NA,NA,NA,NA
Georgia,1985,17700,NA,NA,NA,NA
Georgia,1986,17700,NA,NA,NA,NA
Georgia,1987,18500,NA,NA,NA,NA
Georgia,1988,19000,NA,NA,NA,NA
Georgia,1989,18600,NA,NA,NA,NA
Georgia,1990,17400,0.131,Unified party control,Electoral Autocracy,Europe
Georgia,1991,16800,0.139,Unified party control,Electoral Autocracy,Europe
Georgia,1992,15300,0.099,Unified party control,Electoral Autocracy,Europe
Georgia,1993,9950,0.162,Unified party control,Electoral Autocracy,Europe
Georgia,1994,6080,0.165,Unified party control,Electoral Autocracy,Europe
Georgia,1995,2300,0.172,Unified party control,Electoral Autocracy,Europe
Georgia,1996,4070,0.211,Unified party control,Electoral Autocracy,Europe
Georgia,1997,4440,0.21,Unified party control,Electoral Autocracy,Europe
Georgia,1998,4960,0.214,Unified party control,Electoral Autocracy,Europe
Georgia,1999,4350,0.215,Unified party control,Electoral Autocracy,Europe
Georgia,2000,4540,0.21,Unified party control,Electoral Autocracy,Europe
Georgia,2001,3770,0.213,Unified party control,Electoral Autocracy,Europe
Georgia,2002,3390,0.213,Unified party control,Electoral Autocracy,Europe
Georgia,2003,3770,0.215,Unified party control,Electoral Autocracy,Europe
Georgia,2004,4320,0.375,Unified party control,Electoral Democracy,Europe
Georgia,2005,5070,0.395,Unified party control,Electoral Democracy,Europe
Georgia,2006,6150,0.397,Unified party control,Electoral Democracy,Europe
Georgia,2007,6420,0.39,Unified party control,Electoral Democracy,Europe
Georgia,2008,5170,0.358,Unified party control,Electoral Democracy,Europe
Georgia,2009,6240,0.352,Unified party control,Electoral Democracy,Europe
Georgia,2010,6310,0.36,Unified party control,Electoral Democracy,Europe
Georgia,2011,7970,0.359,Unified party control,Electoral Democracy,Europe
Georgia,2012,8440,0.37,Unified party control,Electoral Democracy,Europe
Georgia,2013,7860,0.475,Divided party control,Electoral Democracy,Europe
Georgia,2014,8990,0.515,Divided party control,Electoral Democracy,Europe
Germany,1940,655000,0.011,Unified party control,Closed Autocracy,Europe
Germany,1941,661000,0.011,Unified party control,Closed Autocracy,Europe
Germany,1942,668000,0.011,Unified party control,Closed Autocracy,Europe
Germany,1943,680000,0.011,Unified party control,Closed Autocracy,Europe
Germany,1944,601000,0.011,Unified party control,Closed Autocracy,Europe
Germany,1945,1800,NA,NA,NA,NA
Germany,1946,1290,NA,NA,NA,NA
Germany,1947,318000,NA,NA,NA,NA
Germany,1948,378000,NA,NA,NA,NA
Germany,1949,433000,0.752,Unified coalition control,Liberal Democracy,Europe
Germany,1950,511000,0.781,Unified coalition control,Liberal Democracy,Europe
Germany,1951,577000,0.782,Unified coalition control,Liberal Democracy,Europe
Germany,1952,612000,0.764,Unified coalition control,Liberal Democracy,Europe
Germany,1953,624000,0.772,Unified coalition control,Liberal Democracy,Europe
Germany,1954,660000,0.797,Unified coalition control,Liberal Democracy,Europe
Germany,1955,724000,0.797,Unified coalition control,Liberal Democracy,Europe
Germany,1956,767000,0.785,Unified coalition control,Liberal Democracy,Europe
Germany,1957,779000,0.788,Unified coalition control,Liberal Democracy,Europe
Germany,1958,757000,0.796,Unified coalition control,Liberal Democracy,Europe
Germany,1959,757000,0.796,Unified coalition control,Liberal Democracy,Europe
Germany,1960,815000,0.796,Unified coalition control,Liberal Democracy,Europe
Germany,1961,836000,0.799,Unified coalition control,Liberal Democracy,Europe
Germany,1962,884000,0.799,Unified coalition control,Liberal Democracy,Europe
Germany,1963,946000,0.808,Unified coalition control,Liberal Democracy,Europe
Germany,1964,970000,0.808,Unified coalition control,Liberal Democracy,Europe
Germany,1965,961000,0.808,Unified coalition control,Liberal Democracy,Europe
Germany,1966,952000,0.805,Unified coalition control,Liberal Democracy,Europe
Germany,1967,937000,0.805,Unified coalition control,Liberal Democracy,Europe
Germany,1968,986000,0.805,Unified coalition control,Liberal Democracy,Europe
Germany,1969,1050000,0.805,Unified coalition control,Liberal Democracy,Europe
Germany,1970,1030000,0.821,Unified coalition control,Liberal Democracy,Europe
Germany,1971,1040000,0.822,Unified coalition control,Liberal Democracy,Europe
Germany,1972,1040000,0.822,Unified coalition control,Liberal Democracy,Europe
Germany,1973,1090000,0.823,Unified coalition control,Liberal Democracy,Europe
Germany,1974,1060000,0.823,Unified coalition control,Liberal Democracy,Europe
Germany,1975,1.00E+06,0.823,Unified coalition control,Liberal Democracy,Europe
Germany,1976,1090000,0.821,Unified coalition control,Liberal Democracy,Europe
Germany,1977,1060000,0.819,Unified coalition control,Liberal Democracy,Europe
Germany,1978,1080000,0.821,Unified coalition control,Liberal Democracy,Europe
Germany,1979,1120000,0.825,Unified coalition control,Liberal Democracy,Europe
Germany,1980,1100000,0.829,Unified coalition control,Liberal Democracy,Europe
Germany,1981,1050000,0.832,Unified coalition control,Liberal Democracy,Europe
Germany,1982,1020000,0.832,Unified coalition control,Liberal Democracy,Europe
Germany,1983,1020000,0.835,Unified coalition control,Liberal Democracy,Europe
Germany,1984,1040000,0.836,Unified coalition control,Liberal Democracy,Europe
Germany,1985,1050000,0.836,Unified coalition control,Liberal Democracy,Europe
Germany,1986,1050000,0.836,Unified coalition control,Liberal Democracy,Europe
Germany,1987,1040000,0.833,Unified coalition control,Liberal Democracy,Europe
Germany,1988,1030000,0.833,Unified coalition control,Liberal Democracy,Europe
Germany,1989,1020000,0.833,Unified coalition control,Liberal Democracy,Europe
Germany,1990,1010000,0.836,Unified coalition control,Liberal Democracy,Europe
Germany,1991,930000,0.867,Unified coalition control,Liberal Democracy,Europe
Germany,1992,892000,0.867,Unified coalition control,Liberal Democracy,Europe
Germany,1993,878000,0.867,Unified coalition control,Liberal Democracy,Europe
Germany,1994,866000,0.866,Unified coalition control,Liberal Democracy,Europe
Germany,1995,864000,0.864,Unified coalition control,Liberal Democracy,Europe
Germany,1996,890000,0.863,Unified coalition control,Liberal Democracy,Europe
Germany,1997,862000,0.863,Unified coalition control,Liberal Democracy,Europe
Germany,1998,855000,0.864,Unified coalition control,Liberal Democracy,Europe
Germany,1999,822000,0.866,Unified coalition control,Liberal Democracy,Europe
Germany,2000,830000,0.866,Unified coalition control,Liberal Democracy,Europe
Germany,2001,854000,0.866,Unified coalition control,Liberal Democracy,Europe
Germany,2002,830000,0.865,Unified coalition control,Liberal Democracy,Europe
Germany,2003,823000,0.863,Unified coalition control,Liberal Democracy,Europe
Germany,2004,817000,0.863,Unified coalition control,Liberal Democracy,Europe
Germany,2005,797000,0.867,Unified coalition control,Liberal Democracy,Europe
Germany,2006,816000,0.87,Unified coalition control,Liberal Democracy,Europe
Germany,2007,781000,0.87,Unified coalition control,Liberal Democracy,Europe
Germany,2008,781000,0.87,Unified coalition control,Liberal Democracy,Europe
Germany,2009,722000,0.871,Unified coalition control,Liberal Democracy,Europe
Germany,2010,759000,0.873,Unified coalition control,Liberal Democracy,Europe
Germany,2011,732000,0.872,Unified coalition control,Liberal Democracy,Europe
Germany,2012,740000,0.872,Unified coalition control,Liberal Democracy,Europe
Germany,2013,757000,0.864,Unified coalition control,Liberal Democracy,Europe
Germany,2014,720000,0.853,Unified coalition control,Liberal Democracy,Europe
Ghana,1940,NA,0.105,Unified coalition control,Closed Autocracy,Africa
Ghana,1941,NA,0.105,Unified coalition control,Closed Autocracy,Africa
Ghana,1942,NA,0.105,Unified coalition control,Closed Autocracy,Africa
Ghana,1943,NA,0.105,Unified coalition control,Closed Autocracy,Africa
Ghana,1944,NA,0.105,Unified coalition control,Closed Autocracy,Africa
Ghana,1945,NA,0.106,Unified coalition control,Closed Autocracy,Africa
Ghana,1946,NA,0.108,Unified coalition control,Closed Autocracy,Africa
Ghana,1947,NA,0.11,Unified coalition control,Closed Autocracy,Africa
Ghana,1948,NA,0.11,Unified coalition control,Closed Autocracy,Africa
Ghana,1949,NA,0.111,Unified coalition control,Closed Autocracy,Africa
Ghana,1950,638,0.118,Unified coalition control,Closed Autocracy,Africa
Ghana,1951,876,0.211,Unified coalition control,Closed Autocracy,Africa
Ghana,1952,869,0.213,Unified coalition control,Closed Autocracy,Africa
Ghana,1953,1020,0.212,Unified coalition control,Closed Autocracy,Africa
Ghana,1954,1000,0.219,Unified coalition control,Closed Autocracy,Africa
Ghana,1955,1190,0.219,Unified coalition control,Closed Autocracy,Africa
Ghana,1956,1080,0.222,Unified coalition control,Closed Autocracy,Africa
Ghana,1957,1290,0.307,Unified coalition control,Electoral Autocracy,Africa
Ghana,1958,1360,0.3,Unified coalition control,Electoral Autocracy,Africa
Ghana,1959,1320,0.297,Unified coalition control,Electoral Autocracy,Africa
Ghana,1960,1460,0.277,Unified coalition control,Electoral Autocracy,Africa
Ghana,1961,1350,0.255,Unified coalition control,Electoral Autocracy,Africa
Ghana,1962,1430,0.235,Unified coalition control,Electoral Autocracy,Africa
Ghana,1963,1720,0.234,Unified coalition control,Electoral Autocracy,Africa
Ghana,1964,1650,0.226,Unified coalition control,Electoral Autocracy,Africa
Ghana,1965,1710,0.213,Unified coalition control,Electoral Autocracy,Africa
Ghana,1966,1440,0.111,Unified coalition control,Electoral Autocracy,Africa
Ghana,1967,1500,0.104,Unified coalition control,Closed Autocracy,Africa
Ghana,1968,1760,0.104,Unified coalition control,Closed Autocracy,Africa
Ghana,1969,1690,0.189,Unified coalition control,Electoral Autocracy,Africa
Ghana,1970,2630,0.303,Unified coalition control,Electoral Autocracy,Africa
Ghana,1971,2300,0.363,Unified coalition control,Electoral Autocracy,Africa
Ghana,1972,2420,0.111,Unified coalition control,Electoral Autocracy,Africa
Ghana,1973,2480,0.092,Unified coalition control,Closed Autocracy,Africa
Ghana,1974,2940,0.092,Unified coalition control,Closed Autocracy,Africa
Ghana,1975,2750,0.093,Unified coalition control,Closed Autocracy,Africa
Ghana,1976,2430,0.093,Unified coalition control,Closed Autocracy,Africa
Ghana,1977,3000,0.093,Unified coalition control,Closed Autocracy,Africa
Ghana,1978,2970,0.093,Unified coalition control,Closed Autocracy,Africa
Ghana,1979,2660,0.224,Unified coalition control,Electoral Autocracy,Africa
Ghana,1980,2560,0.422,Unified coalition control,Electoral Democracy,Africa
Ghana,1981,3050,0.192,Unified coalition control,Closed Autocracy,Africa
Ghana,1982,3040,0.078,Unified coalition control,Closed Autocracy,Africa
Ghana,1983,3660,0.079,Unified coalition control,Closed Autocracy,Africa
Ghana,1984,2580,0.079,Unified coalition control,Closed Autocracy,Africa
Ghana,1985,3330,0.08,Unified coalition control,Closed Autocracy,Africa
Ghana,1986,3050,0.081,Unified coalition control,Closed Autocracy,Africa
Ghana,1987,3290,0.083,Unified coalition control,Closed Autocracy,Africa
Ghana,1988,3450,0.09,Unified coalition control,Closed Autocracy,Africa
Ghana,1989,3340,0.09,Unified coalition control,Closed Autocracy,Africa
Ghana,1990,3820,0.098,Unified coalition control,Closed Autocracy,Africa
Ghana,1991,3930,0.099,Unified coalition control,Closed Autocracy,Africa
Ghana,1992,3980,0.108,Unified coalition control,Electoral Autocracy,Africa
Ghana,1993,4550,0.337,Unified coalition control,Electoral Autocracy,Africa
Ghana,1994,4950,0.396,Unified coalition control,Electoral Autocracy,Africa
Ghana,1995,5280,0.404,Unified coalition control,Electoral Autocracy,Africa
Ghana,1996,5610,0.424,Unified coalition control,Electoral Democracy,Africa
Ghana,1997,6370,0.507,Unified coalition control,Electoral Democracy,Africa
Ghana,1998,6400,0.507,Unified coalition control,Electoral Democracy,Africa
Ghana,1999,6550,0.507,Unified coalition control,Electoral Democracy,Africa
Ghana,2000,6290,0.537,Divided party control,Electoral Democracy,Africa
Ghana,2001,6920,0.613,Divided party control,Electoral Democracy,Africa
Ghana,2002,7420,0.62,Divided party control,Electoral Democracy,Africa
Ghana,2003,7630,0.623,Divided party control,Liberal Democracy,Africa
Ghana,2004,7350,0.622,Divided party control,Liberal Democracy,Africa
Ghana,2005,6990,0.619,Divided party control,Liberal Democracy,Africa
Ghana,2006,9360,0.619,Divided party control,Liberal Democracy,Africa
Ghana,2007,9830,0.619,Divided party control,Liberal Democracy,Africa
Ghana,2008,9140,0.622,Divided party control,Liberal Democracy,Africa
Ghana,2009,7710,0.65,Divided party control,Liberal Democracy,Africa
Ghana,2010,9960,0.664,Divided party control,Liberal Democracy,Africa
Ghana,2011,9830,0.664,Divided party control,Liberal Democracy,Africa
Ghana,2012,11900,0.656,Divided party control,Liberal Democracy,Africa
Ghana,2013,14600,0.622,Divided party control,Liberal Democracy,Africa
Ghana,2014,14500,0.613,Divided party control,Liberal Democracy,Africa
Greece,1940,238,0.048,Divided party control,Closed Autocracy,Europe
Greece,1941,136,0.043,Divided party control,Closed Autocracy,Europe
Greece,1942,227,0.046,Divided party control,Closed Autocracy,Europe
Greece,1943,213,0.046,Divided party control,Closed Autocracy,Europe
Greece,1944,110,0.047,Unified party control,Closed Autocracy,Europe
Greece,1945,66,0.083,Unified party control,Closed Autocracy,Europe
Greece,1946,125,0.152,Unified party control,Closed Autocracy,Europe
Greece,1947,169,0.204,Unified party control,Electoral Autocracy,Europe
Greece,1948,1350,0.205,Unified party control,Electoral Autocracy,Europe
Greece,1949,1640,0.206,Unified party control,Electoral Autocracy,Europe
Greece,1950,4130,0.246,Unified party control,Electoral Autocracy,Europe
Greece,1951,4580,0.251,Unified party control,Electoral Autocracy,Europe
Greece,1952,4800,0.262,Unified party control,Electoral Autocracy,Europe
Greece,1953,4890,0.287,Unified party control,Electoral Autocracy,Europe
Greece,1954,5090,0.303,Unified party control,Electoral Autocracy,Europe
Greece,1955,5960,0.315,Unified party control,Electoral Autocracy,Europe
Greece,1956,6300,0.319,Unified party control,Electoral Autocracy,Europe
Greece,1957,6820,0.32,Unified party control,Electoral Autocracy,Europe
Greece,1958,7460,0.318,Unified party control,Electoral Autocracy,Europe
Greece,1959,8130,0.317,Unified party control,Electoral Autocracy,Europe
Greece,1960,9410,0.317,Unified party control,Electoral Autocracy,Europe
Greece,1961,9820,0.317,Unified party control,Electoral Autocracy,Europe
Greece,1962,10200,0.314,Unified party control,Electoral Autocracy,Europe
Greece,1963,12300,0.316,Unified party control,Electoral Autocracy,Europe
Greece,1964,13200,0.326,Unified party control,Electoral Autocracy,Europe
Greece,1965,17000,0.322,Unified party control,Electoral Autocracy,Europe
Greece,1966,18700,0.286,Unified party control,Electoral Autocracy,Europe
Greece,1967,19500,0.099,Unified party control,Closed Autocracy,Europe
Greece,1968,22300,0.067,Unified party control,Closed Autocracy,Europe
Greece,1969,25500,0.067,Unified party control,Closed Autocracy,Europe
Greece,1970,24200,0.067,Unified party control,Closed Autocracy,Europe
Greece,1971,27800,0.067,Unified party control,Closed Autocracy,Europe
Greece,1972,31600,0.067,Unified party control,Closed Autocracy,Europe
Greece,1973,37300,0.067,Unified party control,Closed Autocracy,Europe
Greece,1974,36200,0.095,Unified party control,Electoral Autocracy,Europe
Greece,1975,38900,0.618,Unified party control,Electoral Democracy,Europe
Greece,1976,42900,0.72,Unified party control,Liberal Democracy,Europe
Greece,1977,47000,0.748,Unified party control,Liberal Democracy,Europe
Greece,1978,48100,0.751,Unified party control,Liberal Democracy,Europe
Greece,1979,51300,0.751,Unified party control,Liberal Democracy,Europe
Greece,1980,51400,0.751,Unified party control,Liberal Democracy,Europe
Greece,1981,50700,0.754,Unified party control,Liberal Democracy,Europe
Greece,1982,52100,0.758,Unified party control,Liberal Democracy,Europe
Greece,1983,55500,0.758,Unified party control,Liberal Democracy,Europe
Greece,1984,57100,0.772,Unified party control,Liberal Democracy,Europe
Greece,1985,60600,0.776,Unified party control,Liberal Democracy,Europe
Greece,1986,59100,0.78,Unified party control,Liberal Democracy,Europe
Greece,1987,63500,0.781,Unified party control,Liberal Democracy,Europe
Greece,1988,68000,0.781,Unified party control,Liberal Democracy,Europe
Greece,1989,74200,0.789,Unified party control,Liberal Democracy,Europe
Greece,1990,74300,0.79,Unified party control,Liberal Democracy,Europe
Greece,1991,74100,0.797,Unified party control,Liberal Democracy,Europe
Greece,1992,75500,0.799,Unified party control,Liberal Democracy,Europe
Greece,1993,75700,0.801,Unified party control,Liberal Democracy,Europe
Greece,1994,77900,0.807,Unified party control,Liberal Democracy,Europe
Greece,1995,78800,0.808,Unified party control,Liberal Democracy,Europe
Greece,1996,80200,0.807,Unified party control,Liberal Democracy,Europe
Greece,1997,83700,0.806,Unified party control,Liberal Democracy,Europe
Greece,1998,87800,0.806,Unified party control,Liberal Democracy,Europe
Greece,1999,86600,0.806,Unified party control,Liberal Democracy,Europe
Greece,2000,91600,0.807,Unified party control,Liberal Democracy,Europe
Greece,2001,93800,0.815,Unified party control,Liberal Democracy,Europe
Greece,2002,93700,0.815,Unified party control,Liberal Democracy,Europe
Greece,2003,95700,0.815,Unified party control,Liberal Democracy,Europe
Greece,2004,97100,0.814,Unified party control,Liberal Democracy,Europe
Greece,2005,98700,0.814,Unified party control,Liberal Democracy,Europe
Greece,2006,97300,0.812,Unified party control,Liberal Democracy,Europe
Greece,2007,98200,0.811,Unified party control,Liberal Democracy,Europe
Greece,2008,96000,0.816,Unified party control,Liberal Democracy,Europe
Greece,2009,91900,0.817,Unified party control,Liberal Democracy,Europe
Greece,2010,83900,0.821,Unified party control,Liberal Democracy,Europe
Greece,2011,79800,0.823,Divided party control,Liberal Democracy,Europe
Greece,2012,80000,0.821,Unified coalition control,Liberal Democracy,Europe
Greece,2013,69500,0.818,Unified coalition control,Liberal Democracy,Europe
Greece,2014,67300,0.821,Unified coalition control,Liberal Democracy,Europe
Grenada,1940,NA,NA,NA,NA,NA
Grenada,1941,NA,NA,NA,NA,NA
Grenada,1942,NA,NA,NA,NA,NA
Grenada,1943,NA,NA,NA,NA,NA
Grenada,1944,NA,NA,NA,NA,NA
Grenada,1945,NA,NA,NA,NA,NA
Grenada,1946,NA,NA,NA,NA,NA
Grenada,1947,NA,NA,NA,NA,NA
Grenada,1948,NA,NA,NA,NA,NA
Grenada,1949,NA,NA,NA,NA,NA
Grenada,1950,7.33,NA,NA,NA,NA
Grenada,1951,11,NA,NA,NA,NA
Grenada,1952,11,NA,NA,NA,NA
Grenada,1953,11,NA,NA,NA,NA
Grenada,1954,11,NA,NA,NA,NA
Grenada,1955,11,NA,NA,NA,NA
Grenada,1956,11,NA,NA,NA,NA
Grenada,1957,11,NA,NA,NA,NA
Grenada,1958,14.7,NA,NA,NA,NA
Grenada,1959,14.7,NA,NA,NA,NA
Grenada,1960,22,NA,NA,NA,NA
Grenada,1961,18.3,NA,NA,NA,NA
Grenada,1962,25.7,NA,NA,NA,NA
Grenada,1963,14.7,NA,NA,NA,NA
Grenada,1964,22,NA,NA,NA,NA
Grenada,1965,22,NA,NA,NA,NA
Grenada,1966,29.3,NA,NA,NA,NA
Grenada,1967,36.7,NA,NA,NA,NA
Grenada,1968,40.3,NA,NA,NA,NA
Grenada,1969,47.7,NA,NA,NA,NA
Grenada,1970,44,NA,NA,NA,NA
Grenada,1971,47.7,NA,NA,NA,NA
Grenada,1972,47.7,NA,NA,NA,NA
Grenada,1973,55,NA,NA,NA,NA
Grenada,1974,36.7,NA,NA,NA,NA
Grenada,1975,47.7,NA,NA,NA,NA
Grenada,1976,47.7,NA,NA,NA,NA
Grenada,1977,47.7,NA,NA,NA,NA
Grenada,1978,51.3,NA,NA,NA,NA
Grenada,1979,47.7,NA,NA,NA,NA
Grenada,1980,47.7,NA,NA,NA,NA
Grenada,1981,58.7,NA,NA,NA,NA
Grenada,1982,62.3,NA,NA,NA,NA
Grenada,1983,62.3,NA,NA,NA,NA
Grenada,1984,62.3,NA,NA,NA,NA
Grenada,1985,62.3,NA,NA,NA,NA
Grenada,1986,66,NA,NA,NA,NA
Grenada,1987,73.3,NA,NA,NA,NA
Grenada,1988,95.3,NA,NA,NA,NA
Grenada,1989,103,NA,NA,NA,NA
Grenada,1990,106,NA,NA,NA,NA
Grenada,1991,110,NA,NA,NA,NA
Grenada,1992,117,NA,NA,NA,NA
Grenada,1993,121,NA,NA,NA,NA
Grenada,1994,143,NA,NA,NA,NA
Grenada,1995,150,NA,NA,NA,NA
Grenada,1996,154,NA,NA,NA,NA
Grenada,1997,169,NA,NA,NA,NA
Grenada,1998,176,NA,NA,NA,NA
Grenada,1999,194,NA,NA,NA,NA
Grenada,2000,191,NA,NA,NA,NA
Grenada,2001,194,NA,NA,NA,NA
Grenada,2002,205,NA,NA,NA,NA
Grenada,2003,216,NA,NA,NA,NA
Grenada,2004,205,NA,NA,NA,NA
Grenada,2005,216,NA,NA,NA,NA
Grenada,2006,231,NA,NA,NA,NA
Grenada,2007,238,NA,NA,NA,NA
Grenada,2008,253,NA,NA,NA,NA
Grenada,2009,253,NA,NA,NA,NA
Grenada,2010,260,NA,NA,NA,NA
Grenada,2011,253,NA,NA,NA,NA
Grenada,2012,271,NA,NA,NA,NA
Grenada,2013,304,NA,NA,NA,NA
Grenada,2014,242,NA,NA,NA,NA
Guatemala,1940,NA,0.052,Unified party control,Closed Autocracy,Americas
Guatemala,1941,11,0.052,Unified party control,Closed Autocracy,Americas
Guatemala,1942,11,0.052,Unified party control,Closed Autocracy,Americas
Guatemala,1943,11,0.051,Unified party control,Closed Autocracy,Americas
Guatemala,1944,11,0.071,Divided party control,Electoral Autocracy,Americas
Guatemala,1945,14.7,0.193,Divided party control,Electoral Autocracy,Americas
Guatemala,1946,14.7,0.229,Divided party control,Electoral Autocracy,Americas
Guatemala,1947,14.7,0.241,Divided party control,Electoral Autocracy,Americas
Guatemala,1948,14.7,0.236,Divided party control,Electoral Autocracy,Americas
Guatemala,1949,18.3,0.234,Divided party control,Electoral Autocracy,Americas
Guatemala,1950,620,0.231,Divided party control,Electoral Autocracy,Americas
Guatemala,1951,638,0.231,Divided party control,Electoral Autocracy,Americas
Guatemala,1952,645,0.228,Divided party control,Electoral Autocracy,Americas
Guatemala,1953,682,0.191,Divided party control,Electoral Autocracy,Americas
Guatemala,1954,744,0.129,Unified party control,Electoral Autocracy,Americas
Guatemala,1955,917,0.061,Unified party control,Closed Autocracy,Americas
Guatemala,1956,979,0.067,Unified party control,Closed Autocracy,Americas
Guatemala,1957,986,0.069,Unified party control,Closed Autocracy,Americas
Guatemala,1958,1130,0.079,Unified party control,Closed Autocracy,Americas
Guatemala,1959,1240,0.079,Unified party control,Closed Autocracy,Americas
Guatemala,1960,1350,0.078,Unified party control,Closed Autocracy,Americas
Guatemala,1961,1410,0.079,Unified party control,Closed Autocracy,Americas
Guatemala,1962,1380,0.078,Unified party control,Closed Autocracy,Americas
Guatemala,1963,1520,0.059,Unified party control,Closed Autocracy,Americas
Guatemala,1964,1770,0.056,Unified party control,Closed Autocracy,Americas
Guatemala,1965,1980,0.055,Unified party control,Closed Autocracy,Americas
